Transaction,Items
1075,"['Juice', 'Diapers']"
1076,"['Butter', 'Beer', 'Milk']"
1077,"['Bread', 'Coke', 'Butter', 'Beer']"
1078,"['Coke', 'Bread']"
1079,"['Coke', 'Juice', 'Milk', 'Bread']"
1080,"['Juice', 'Milk', 'Eggs', 'Beer', 'Diapers']"
1081,"['Beer', 'Diapers', 'Juice', 'Butter']"
1082,"['Coke', 'Bread', 'Milk']"
1083,"['Diapers', 'Eggs', 'Butter', 'Beer']"
1084,"['Eggs', 'Juice', 'Beer', 'Bread']"
1085,"['Butter', 'Eggs', 'Juice', 'Beer', 'Diapers']"
1086,"['Eggs', 'Bread', 'Butter', 'Coke', 'Milk']"
1087,"['Butter', 'Beer', 'Bread']"
1088,"['Bread', 'Juice']"
1089,"['Beer', 'Butter', 'Bread', 'Milk', 'Eggs']"
1090,"['Beer', 'Diapers', 'Butter', 'Juice', 'Coke']"
1091,"['Coke', 'Diapers', 'Butter', 'Milk']"
1092,"['Juice', 'Butter']"
1093,"['Juice', 'Beer', 'Diapers', 'Coke']"
1094,"['Diapers', 'Beer', 'Bread']"
1095,"['Bread', 'Coke', 'Milk', 'Butter', 'Juice']"
1096,"['Eggs', 'Coke', 'Diapers']"
1097,"['Butter', 'Beer']"
1098,"['Coke', 'Diapers']"
1099,"['Butter', 'Milk', 'Eggs']"
1100,"['Milk', 'Juice']"
1101,"['Butter', 'Milk', 'Diapers']"
1102,"['Eggs', 'Juice', 'Butter', 'Diapers', 'Beer']"
1103,"['Butter', 'Eggs']"
1104,"['Butter', 'Juice']"
1105,"['Juice', 'Milk', 'Coke', 'Butter']"
1106,"['Coke', 'Diapers']"
1107,"['Bread', 'Juice', 'Eggs', 'Coke', 'Diapers']"
1108,"['Coke', 'Juice']"
1109,"['Milk', 'Butter', 'Diapers', 'Coke']"
1110,"['Coke', 'Diapers', 'Beer']"
1111,"['Diapers', 'Milk', 'Bread', 'Coke']"
1112,"['Coke', 'Milk', 'Bread']"
1113,"['Coke', 'Beer', 'Eggs']"
1114,"['Butter', 'Milk', 'Coke']"
1115,"['Milk', 'Juice', 'Coke', 'Diapers']"
1116,"['Bread', 'Beer', 'Eggs']"
1117,"['Beer', 'Milk']"
1118,"['Eggs', 'Diapers', 'Milk']"
1119,"['Coke', 'Juice', 'Eggs', 'Diapers']"
1120,"['Butter', 'Diapers', 'Coke', 'Eggs', 'Bread']"
1121,"['Beer', 'Juice']"
1122,"['Diapers', 'Butter']"
1123,"['Coke', 'Butter', 'Diapers']"
1124,"['Eggs', 'Beer', 'Juice']"
1125,"['Milk', 'Beer']"
1126,"['Eggs', 'Juice', 'Diapers']"
1127,"['Diapers', 'Juice', 'Bread']"
1128,"['Diapers', 'Milk']"
1129,"['Beer', 'Juice', 'Diapers', 'Coke']"
1130,"['Bread', 'Juice', 'Eggs', 'Butter']"
1131,"['Bread', 'Eggs', 'Coke']"
1132,"['Butter', 'Coke', 'Juice']"
1133,"['Milk', 'Bread', 'Beer', 'Coke', 'Diapers']"
1134,"['Juice', 'Milk', 'Bread']"
1135,"['Eggs', 'Diapers', 'Beer', 'Coke']"
1136,"['Milk', 'Diapers', 'Eggs']"
1137,"['Coke', 'Eggs', 'Diapers', 'Bread', 'Butter']"
1138,"['Bread', 'Butter']"
1139,"['Bread', 'Juice', 'Milk']"
1140,"['Milk', 'Coke', 'Beer', 'Eggs']"
1141,"['Bread', 'Butter', 'Diapers']"
1142,"['Beer', 'Eggs']"
1143,"['Bread', 'Milk', 'Coke', 'Diapers']"
1144,"['Diapers', 'Eggs', 'Coke', 'Beer']"
1145,"['Coke', 'Butter']"
1146,"['Butter', 'Juice', 'Milk', 'Bread', 'Diapers']"
1147,"['Coke', 'Diapers']"
1148,"['Bread', 'Eggs']"
1149,"['Juice', 'Milk', 'Coke', 'Bread']"
1150,"['Beer', 'Bread']"
1151,"['Coke', 'Butter', 'Juice', 'Diapers']"
1152,"['Coke', 'Butter', 'Diapers', 'Eggs', 'Milk']"
1153,"['Juice', 'Eggs', 'Beer', 'Butter', 'Bread']"
1154,"['Eggs', 'Coke', 'Beer', 'Juice', 'Milk']"
1155,"['Beer', 'Diapers', 'Butter', 'Eggs', 'Juice']"
1156,"['Coke', 'Eggs', 'Milk']"
1157,"['Bread', 'Butter']"
1158,"['Coke', 'Diapers', 'Eggs', 'Beer']"
1159,"['Milk', 'Diapers', 'Eggs']"
1160,"['Butter', 'Juice']"
1161,"['Beer', 'Bread']"
1162,"['Beer', 'Butter', 'Juice', 'Coke', 'Eggs']"
1163,"['Diapers', 'Milk', 'Butter', 'Coke']"
1164,"['Eggs', 'Beer', 'Milk', 'Juice', 'Diapers']"
1165,"['Beer', 'Coke', 'Juice']"
1166,"['Butter', 'Eggs']"
1167,"['Butter', 'Diapers', 'Bread', 'Beer', 'Juice']"
1168,"['Diapers', 'Butter', 'Eggs']"
1169,"['Diapers', 'Juice', 'Milk']"
1170,"['Beer', 'Butter', 'Juice', 'Coke', 'Bread']"
1171,"['Coke', 'Eggs', 'Beer']"
1172,"['Coke', 'Beer']"
1173,"['Bread', 'Milk', 'Coke']"
1174,"['Bread', 'Juice', 'Beer', 'Eggs']"
1175,"['Milk', 'Diapers', 'Eggs', 'Butter']"
1176,"['Milk', 'Butter', 'Beer']"
1177,"['Beer', 'Milk', 'Coke', 'Diapers']"
1178,"['Milk', 'Diapers', 'Eggs', 'Coke', 'Bread']"
1179,"['Coke', 'Beer', 'Diapers']"
1180,"['Bread', 'Milk', 'Eggs', 'Coke', 'Juice']"
1181,"['Eggs', 'Milk']"
1182,"['Bread', 'Eggs']"
1183,"['Eggs', 'Juice']"
1184,"['Beer', 'Eggs', 'Juice', 'Diapers', 'Coke']"
1185,"['Eggs', 'Bread', 'Butter']"
1186,"['Beer', 'Butter', 'Bread', 'Coke', 'Milk']"
1187,"['Coke', 'Beer', 'Milk', 'Diapers']"
1188,"['Diapers', 'Juice', 'Beer', 'Coke', 'Milk']"
1189,"['Milk', 'Coke', 'Eggs', 'Butter', 'Bread']"
1190,"['Milk', 'Coke', 'Eggs', 'Butter']"
1191,"['Juice', 'Coke', 'Butter']"
1192,"['Butter', 'Beer']"
1193,"['Beer', 'Milk', 'Bread', 'Butter']"
1194,"['Beer', 'Butter', 'Milk']"
1195,"['Milk', 'Bread', 'Coke']"
1196,"['Bread', 'Milk', 'Beer']"
1197,"['Milk', 'Diapers', 'Butter', 'Juice']"
1198,"['Coke', 'Eggs']"
1199,"['Bread', 'Beer']"
1200,"['Eggs', 'Milk', 'Beer', 'Coke']"
1201,"['Coke', 'Juice', 'Bread', 'Diapers', 'Milk']"
1202,"['Juice', 'Diapers', 'Coke']"
1203,"['Bread', 'Juice', 'Milk']"
1204,"['Diapers', 'Butter', 'Eggs']"
1205,"['Juice', 'Bread', 'Butter', 'Milk', 'Diapers']"
1206,"['Diapers', 'Bread', 'Juice', 'Milk', 'Eggs']"
1207,"['Butter', 'Coke']"
1208,"['Juice', 'Milk', 'Diapers', 'Eggs', 'Beer']"
1209,"['Butter', 'Milk', 'Juice', 'Beer']"
1210,"['Diapers', 'Beer', 'Bread', 'Milk', 'Eggs']"
1211,"['Milk', 'Juice', 'Bread', 'Coke', 'Diapers']"
1212,"['Beer', 'Juice', 'Bread', 'Butter']"
1213,"['Bread', 'Butter', 'Coke']"
1214,"['Milk', 'Butter']"
1215,"['Coke', 'Bread', 'Butter', 'Eggs']"
1216,"['Beer', 'Juice', 'Diapers', 'Butter', 'Eggs']"
1217,"['Beer', 'Diapers', 'Bread']"
1218,"['Juice', 'Butter', 'Eggs', 'Diapers', 'Milk']"
1219,"['Milk', 'Bread']"
1220,"['Eggs', 'Bread', 'Milk', 'Butter']"
1221,"['Milk', 'Bread']"
1222,"['Diapers', 'Butter', 'Beer']"
1223,"['Butter', 'Beer', 'Bread', 'Eggs']"
1224,"['Coke', 'Milk', 'Juice', 'Butter']"
1225,"['Beer', 'Butter', 'Juice', 'Eggs', 'Bread']"
1226,"['Bread', 'Diapers', 'Coke', 'Beer']"
1227,"['Diapers', 'Juice']"
1228,"['Bread', 'Coke', 'Diapers', 'Beer', 'Eggs']"
1229,"['Bread', 'Diapers', 'Milk']"
1230,"['Beer', 'Bread', 'Coke']"
1231,"['Milk', 'Juice']"
1232,"['Eggs', 'Diapers', 'Coke']"
1233,"['Butter', 'Bread', 'Diapers', 'Milk']"
1234,"['Bread', 'Beer', 'Milk']"
1235,"['Eggs', 'Beer']"
1236,"['Milk', 'Coke', 'Beer', 'Juice', 'Butter']"
1237,"['Butter', 'Diapers', 'Coke']"
1238,"['Beer', 'Coke', 'Milk']"
1239,"['Bread', 'Beer']"
1240,"['Milk', 'Bread', 'Coke']"
1241,"['Diapers', 'Juice', 'Milk', 'Eggs']"
1242,"['Coke', 'Milk', 'Beer', 'Butter']"
1243,"['Bread', 'Diapers', 'Butter']"
1244,"['Butter', 'Eggs', 'Coke']"
1245,"['Beer', 'Eggs', 'Coke', 'Milk']"
1246,"['Coke', 'Eggs', 'Beer']"
1247,"['Butter', 'Coke', 'Beer', 'Juice']"
1248,"['Coke', 'Milk', 'Bread', 'Juice', 'Butter']"
1249,"['Beer', 'Milk', 'Coke', 'Diapers']"
1250,"['Coke', 'Eggs', 'Butter', 'Bread', 'Beer']"
1251,"['Bread', 'Eggs', 'Butter', 'Coke']"
1252,"['Diapers', 'Eggs', 'Butter', 'Juice']"
1253,"['Eggs', 'Juice', 'Beer', 'Coke']"
1254,"['Juice', 'Eggs', 'Coke', 'Bread', 'Butter']"
1255,"['Beer', 'Coke', 'Eggs', 'Butter', 'Bread']"
1256,"['Coke', 'Milk']"
1257,"['Beer', 'Eggs', 'Juice', 'Milk']"
1258,"['Bread', 'Diapers', 'Butter', 'Eggs', 'Milk']"
1259,"['Butter', 'Diapers', 'Eggs']"
1260,"['Coke', 'Juice', 'Diapers', 'Butter', 'Milk']"
1261,"['Milk', 'Juice', 'Eggs', 'Diapers']"
1262,"['Eggs', 'Juice']"
1263,"['Eggs', 'Beer']"
1264,"['Juice', 'Bread', 'Diapers', 'Eggs', 'Beer']"
1265,"['Diapers', 'Juice', 'Beer', 'Coke']"
1266,"['Butter', 'Juice']"
1267,"['Milk', 'Butter']"
1268,"['Diapers', 'Coke']"
1269,"['Coke', 'Butter', 'Bread', 'Beer', 'Juice']"
1270,"['Bread', 'Milk', 'Butter']"
1271,"['Juice', 'Butter', 'Beer', 'Coke']"
1272,"['Coke', 'Diapers', 'Bread']"
1273,"['Diapers', 'Bread', 'Juice', 'Beer']"
1274,"['Bread', 'Butter', 'Milk', 'Beer']"
1275,"['Bread', 'Eggs']"
1276,"['Milk', 'Beer']"
1277,"['Beer', 'Eggs', 'Juice', 'Milk', 'Bread']"
1278,"['Coke', 'Butter', 'Beer']"
1279,"['Coke', 'Milk', 'Diapers', 'Juice']"
1280,"['Butter', 'Juice', 'Beer']"
1281,"['Coke', 'Milk', 'Eggs', 'Beer', 'Diapers']"
1282,"['Eggs', 'Beer']"
1283,"['Eggs', 'Juice']"
1284,"['Diapers', 'Bread', 'Milk', 'Beer']"
1285,"['Diapers', 'Coke', 'Butter', 'Beer', 'Juice']"
1286,"['Butter', 'Eggs', 'Beer']"
1287,"['Beer', 'Diapers', 'Butter']"
1288,"['Beer', 'Eggs', 'Diapers']"
1289,"['Butter', 'Beer']"
1290,"['Bread', 'Juice', 'Coke']"
1291,"['Milk', 'Butter']"
1292,"['Bread', 'Diapers']"
1293,"['Coke', 'Beer']"
1294,"['Milk', 'Beer', 'Eggs', 'Coke', 'Diapers']"
1295,"['Beer', 'Eggs', 'Diapers', 'Milk', 'Butter']"
1296,"['Beer', 'Juice', 'Coke']"
1297,"['Bread', 'Butter', 'Beer']"
1298,"['Eggs', 'Butter', 'Bread', 'Coke', 'Milk']"
1299,"['Beer', 'Eggs', 'Juice', 'Diapers', 'Coke']"
1300,"['Bread', 'Diapers', 'Coke', 'Eggs']"
1301,"['Eggs', 'Butter', 'Diapers']"
1302,"['Butter', 'Coke']"
1303,"['Juice', 'Butter']"
1304,"['Diapers', 'Juice', 'Coke']"
1305,"['Juice', 'Diapers', 'Eggs', 'Coke', 'Bread']"
1306,"['Eggs', 'Bread']"
1307,"['Eggs', 'Bread', 'Beer']"
1308,"['Juice', 'Butter', 'Beer', 'Eggs']"
1309,"['Butter', 'Juice', 'Coke', 'Milk']"
1310,"['Milk', 'Juice', 'Bread']"
1311,"['Milk', 'Bread', 'Butter', 'Juice', 'Eggs']"
1312,"['Butter', 'Milk', 'Diapers']"
1313,"['Diapers', 'Bread', 'Eggs']"
1314,"['Butter', 'Beer', 'Juice']"
1315,"['Coke', 'Butter', 'Juice', 'Milk']"
1316,"['Eggs', 'Bread']"
1317,"['Juice', 'Diapers']"
1318,"['Juice', 'Milk', 'Eggs', 'Diapers', 'Coke']"
1319,"['Diapers', 'Juice', 'Coke', 'Butter']"
1320,"['Beer', 'Bread', 'Juice']"
1321,"['Beer', 'Eggs']"
1322,"['Milk', 'Juice', 'Beer']"
1323,"['Milk', 'Butter', 'Beer']"
1324,"['Diapers', 'Eggs', 'Juice', 'Butter', 'Coke']"
1325,"['Milk', 'Coke', 'Diapers', 'Butter', 'Juice']"
1326,"['Eggs', 'Bread', 'Milk', 'Coke']"
1327,"['Butter', 'Diapers']"
1328,"['Eggs', 'Butter', 'Juice', 'Milk']"
1329,"['Juice', 'Diapers', 'Beer', 'Eggs', 'Butter']"
1330,"['Juice', 'Bread', 'Eggs']"
1331,"['Coke', 'Diapers', 'Juice', 'Beer']"
1332,"['Eggs', 'Butter']"
1333,"['Bread', 'Juice']"
1334,"['Beer', 'Juice', 'Coke', 'Diapers', 'Milk']"
1335,"['Coke', 'Butter', 'Juice', 'Milk', 'Beer']"
1336,"['Milk', 'Beer', 'Juice']"
1337,"['Juice', 'Eggs', 'Coke']"
1338,"['Milk', 'Coke']"
1339,"['Milk', 'Butter']"
1340,"['Bread', 'Milk']"
1341,"['Butter', 'Bread', 'Beer', 'Juice']"
1342,"['Butter', 'Bread', 'Juice', 'Diapers']"
1343,"['Milk', 'Bread', 'Eggs', 'Juice']"
1344,"['Bread', 'Milk', 'Butter', 'Beer', 'Diapers']"
1345,"['Bread', 'Beer', 'Eggs', 'Milk', 'Butter']"
1346,"['Butter', 'Coke', 'Juice', 'Eggs', 'Bread']"
1347,"['Coke', 'Beer', 'Juice', 'Milk']"
1348,"['Butter', 'Milk', 'Juice']"
1349,"['Coke', 'Bread', 'Butter']"
1350,"['Diapers', 'Juice']"
1351,"['Coke', 'Eggs', 'Beer', 'Diapers', 'Butter']"
1352,"['Juice', 'Bread', 'Coke', 'Milk', 'Beer']"
1353,"['Beer', 'Diapers', 'Coke', 'Bread']"
1354,"['Butter', 'Eggs', 'Juice', 'Beer']"
1355,"['Juice', 'Beer', 'Butter', 'Eggs']"
1356,"['Beer', 'Juice', 'Bread', 'Butter']"
1357,"['Diapers', 'Butter', 'Beer', 'Bread', 'Coke']"
1358,"['Bread', 'Butter']"
1359,"['Beer', 'Milk']"
1360,"['Coke', 'Diapers', 'Beer']"
1361,"['Bread', 'Eggs', 'Coke', 'Diapers']"
1362,"['Bread', 'Juice', 'Butter', 'Milk']"
1363,"['Beer', 'Juice', 'Diapers']"
1364,"['Coke', 'Bread']"
1365,"['Coke', 'Beer', 'Butter', 'Bread', 'Juice']"
1366,"['Milk', 'Eggs']"
1367,"['Eggs', 'Beer']"
1368,"['Eggs', 'Coke']"
1369,"['Coke', 'Bread', 'Eggs', 'Butter', 'Juice']"
1370,"['Beer', 'Bread', 'Juice']"
1371,"['Bread', 'Eggs']"
1372,"['Butter', 'Beer', 'Juice', 'Diapers']"
1373,"['Diapers', 'Beer', 'Butter']"
1374,"['Milk', 'Coke', 'Bread', 'Juice']"
1375,"['Beer', 'Eggs', 'Juice', 'Coke']"
1376,"['Eggs', 'Juice']"
1377,"['Beer', 'Coke']"
1378,"['Juice', 'Milk', 'Bread']"
1379,"['Bread', 'Coke', 'Beer']"
1380,"['Milk', 'Juice', 'Butter', 'Coke']"
1381,"['Juice', 'Coke', 'Butter', 'Bread']"
1382,"['Beer', 'Butter', 'Juice']"
1383,"['Milk', 'Bread']"
1384,"['Bread', 'Milk', 'Butter', 'Eggs']"
1385,"['Eggs', 'Butter', 'Juice', 'Milk']"
1386,"['Butter', 'Beer', 'Coke', 'Diapers']"
1387,"['Milk', 'Diapers']"
1388,"['Beer', 'Diapers', 'Milk', 'Butter', 'Bread']"
1389,"['Diapers', 'Eggs']"
1390,"['Juice', 'Butter']"
1391,"['Butter', 'Bread', 'Diapers', 'Milk']"
1392,"['Coke', 'Juice', 'Eggs', 'Bread', 'Beer']"
1393,"['Juice', 'Bread', 'Beer', 'Milk']"
1394,"['Juice', 'Beer', 'Butter']"
1395,"['Milk', 'Eggs']"
1396,"['Bread', 'Milk', 'Eggs']"
1397,"['Diapers', 'Eggs']"
1398,"['Eggs', 'Butter', 'Coke']"
1399,"['Eggs', 'Juice', 'Coke', 'Butter']"
1400,"['Beer', 'Eggs', 'Butter']"
1401,"['Juice', 'Coke']"
1402,"['Coke', 'Juice', 'Bread', 'Eggs']"
1403,"['Butter', 'Milk', 'Diapers', 'Beer']"
1404,"['Diapers', 'Milk']"
1405,"['Juice', 'Eggs', 'Butter', 'Diapers', 'Coke']"
1406,"['Bread', 'Eggs']"
1407,"['Milk', 'Coke', 'Eggs']"
1408,"['Juice', 'Butter', 'Eggs', 'Coke', 'Diapers']"
1409,"['Eggs', 'Juice', 'Coke']"
1410,"['Eggs', 'Coke', 'Beer', 'Bread']"
1411,"['Beer', 'Juice', 'Butter']"
1412,"['Juice', 'Coke', 'Beer']"
1413,"['Milk', 'Diapers']"
1414,"['Eggs', 'Butter']"
1415,"['Coke', 'Diapers', 'Butter', 'Bread']"
1416,"['Milk', 'Beer']"
1417,"['Milk', 'Butter']"
1418,"['Bread', 'Butter']"
1419,"['Juice', 'Diapers']"
1420,"['Bread', 'Butter', 'Beer', 'Diapers']"
1421,"['Bread', 'Butter', 'Coke', 'Eggs', 'Juice']"
1422,"['Coke', 'Beer', 'Diapers', 'Eggs', 'Milk']"
1423,"['Beer', 'Butter', 'Eggs']"
1424,"['Beer', 'Milk']"
1425,"['Butter', 'Coke', 'Juice']"
1426,"['Milk', 'Coke']"
1427,"['Butter', 'Beer', 'Juice']"
1428,"['Milk', 'Diapers', 'Bread', 'Juice', 'Butter']"
1429,"['Milk', 'Beer']"
1430,"['Eggs', 'Bread', 'Diapers', 'Juice', 'Coke']"
1431,"['Juice', 'Milk']"
1432,"['Eggs', 'Bread', 'Juice', 'Beer']"
1433,"['Bread', 'Juice', 'Diapers', 'Butter']"
1434,"['Juice', 'Bread']"
1435,"['Juice', 'Coke']"
1436,"['Juice', 'Beer', 'Butter', 'Eggs']"
1437,"['Bread', 'Butter', 'Diapers']"
1438,"['Milk', 'Beer']"
1439,"['Diapers', 'Juice', 'Eggs']"
1440,"['Diapers', 'Eggs', 'Coke', 'Juice']"
1441,"['Diapers', 'Beer', 'Juice']"
1442,"['Eggs', 'Bread', 'Butter', 'Milk']"
1443,"['Beer', 'Eggs', 'Diapers', 'Juice']"
1444,"['Milk', 'Bread']"
1445,"['Beer', 'Diapers', 'Juice', 'Butter']"
1446,"['Coke', 'Bread', 'Eggs', 'Butter']"
1447,"['Coke', 'Eggs', 'Bread']"
1448,"['Butter', 'Juice', 'Milk', 'Eggs', 'Bread']"
1449,"['Juice', 'Eggs', 'Bread', 'Butter']"
1450,"['Diapers', 'Eggs', 'Beer']"
1451,"['Bread', 'Coke', 'Eggs', 'Beer']"
1452,"['Eggs', 'Butter']"
1453,"['Diapers', 'Beer', 'Coke', 'Juice', 'Butter']"
1454,"['Bread', 'Butter', 'Juice', 'Eggs']"
1455,"['Eggs', 'Diapers', 'Juice', 'Butter']"
1456,"['Coke', 'Bread', 'Eggs', 'Juice']"
1457,"['Diapers', 'Bread', 'Butter', 'Beer']"
1458,"['Bread', 'Eggs', 'Butter', 'Diapers', 'Coke']"
1459,"['Butter', 'Diapers', 'Bread']"
1460,"['Diapers', 'Butter', 'Bread', 'Beer', 'Juice']"
1461,"['Juice', 'Diapers', 'Bread']"
1462,"['Bread', 'Eggs', 'Juice']"
1463,"['Juice', 'Bread', 'Eggs']"
1464,"['Juice', 'Butter', 'Milk', 'Bread']"
1465,"['Coke', 'Bread']"
1466,"['Diapers', 'Butter', 'Juice', 'Coke', 'Eggs']"
1467,"['Butter', 'Beer', 'Eggs']"
1468,"['Milk', 'Diapers', 'Eggs', 'Butter', 'Bread']"
1469,"['Eggs', 'Butter', 'Beer', 'Coke']"
1470,"['Eggs', 'Diapers', 'Beer', 'Juice', 'Coke']"
1471,"['Beer', 'Juice']"
1472,"['Diapers', 'Bread', 'Eggs']"
1473,"['Coke', 'Butter', 'Eggs', 'Juice']"
1474,"['Eggs', 'Beer']"
1475,"['Beer', 'Butter']"
1476,"['Beer', 'Juice', 'Milk', 'Diapers']"
1477,"['Diapers', 'Juice']"
1478,"['Bread', 'Milk', 'Coke']"
1479,"['Juice', 'Bread', 'Milk', 'Eggs']"
1480,"['Juice', 'Milk', 'Coke', 'Beer', 'Diapers']"
1481,"['Bread', 'Beer', 'Milk']"
1482,"['Beer', 'Coke', 'Bread', 'Eggs', 'Juice']"
1483,"['Coke', 'Bread']"
1484,"['Eggs', 'Diapers', 'Juice', 'Coke', 'Milk']"
1485,"['Diapers', 'Coke', 'Juice', 'Eggs']"
1486,"['Diapers', 'Coke', 'Juice']"
1487,"['Eggs', 'Diapers', 'Milk', 'Juice', 'Beer']"
1488,"['Diapers', 'Juice', 'Bread']"
1489,"['Beer', 'Bread']"
1490,"['Eggs', 'Bread', 'Diapers', 'Coke', 'Juice']"
1491,"['Beer', 'Coke']"
1492,"['Beer', 'Diapers', 'Butter', 'Coke', 'Eggs']"
1493,"['Juice', 'Diapers', 'Eggs', 'Coke', 'Butter']"
1494,"['Juice', 'Diapers', 'Butter', 'Milk']"
1495,"['Eggs', 'Diapers', 'Butter']"
1496,"['Butter', 'Bread']"
1497,"['Diapers', 'Milk', 'Eggs']"
1498,"['Bread', 'Juice', 'Eggs', 'Beer', 'Diapers']"
1499,"['Eggs', 'Bread', 'Diapers', 'Coke']"
1500,"['Coke', 'Juice']"
1501,"['Milk', 'Diapers']"
1502,"['Beer', 'Coke', 'Milk', 'Butter']"
1503,"['Bread', 'Coke']"
1504,"['Coke', 'Milk', 'Diapers', 'Juice', 'Bread']"
1505,"['Juice', 'Butter', 'Coke', 'Diapers', 'Bread']"
1506,"['Bread', 'Coke', 'Eggs', 'Beer']"
1507,"['Juice', 'Butter']"
1508,"['Bread', 'Milk']"
1509,"['Coke', 'Bread', 'Juice']"
1510,"['Beer', 'Milk', 'Butter', 'Juice']"
1511,"['Beer', 'Juice', 'Diapers', 'Milk']"
1512,"['Beer', 'Eggs', 'Juice', 'Coke']"
1513,"['Juice', 'Beer']"
1514,"['Beer', 'Bread', 'Milk', 'Coke', 'Butter']"
1515,"['Butter', 'Diapers', 'Bread']"
1516,"['Butter', 'Milk', 'Bread', 'Coke']"
1517,"['Juice', 'Beer', 'Diapers', 'Eggs', 'Coke']"
1518,"['Bread', 'Butter', 'Beer']"
1519,"['Butter', 'Coke', 'Diapers', 'Juice', 'Beer']"
1520,"['Milk', 'Coke']"
1521,"['Bread', 'Eggs', 'Juice', 'Milk', 'Diapers']"
1522,"['Juice', 'Diapers']"
1523,"['Butter', 'Bread', 'Diapers']"
1524,"['Diapers', 'Milk', 'Juice', 'Eggs']"
1525,"['Juice', 'Eggs']"
1526,"['Bread', 'Juice', 'Diapers', 'Milk']"
1527,"['Juice', 'Coke', 'Bread', 'Eggs']"
1528,"['Eggs', 'Coke', 'Beer', 'Bread']"
1529,"['Beer', 'Bread']"
1530,"['Coke', 'Butter']"
1531,"['Milk', 'Coke', 'Beer', 'Butter', 'Juice']"
1532,"['Beer', 'Eggs']"
1533,"['Juice', 'Eggs', 'Milk', 'Bread', 'Diapers']"
1534,"['Diapers', 'Beer']"
1535,"['Bread', 'Milk', 'Coke']"
1536,"['Eggs', 'Beer', 'Butter', 'Bread', 'Coke']"
1537,"['Diapers', 'Coke', 'Bread']"
1538,"['Beer', 'Diapers', 'Butter', 'Bread', 'Juice']"
1539,"['Milk', 'Eggs']"
1540,"['Eggs', 'Butter', 'Juice', 'Milk', 'Diapers']"
1541,"['Eggs', 'Bread']"
1542,"['Bread', 'Eggs', 'Diapers']"
1543,"['Eggs', 'Butter', 'Juice']"
1544,"['Beer', 'Milk', 'Butter', 'Juice', 'Eggs']"
1545,"['Beer', 'Diapers', 'Juice', 'Eggs']"
1546,"['Juice', 'Butter', 'Coke']"
1547,"['Coke', 'Eggs', 'Beer']"
1548,"['Diapers', 'Beer', 'Milk']"
1549,"['Eggs', 'Bread', 'Diapers']"
1550,"['Coke', 'Juice']"
1551,"['Juice', 'Coke', 'Eggs', 'Milk']"
1552,"['Eggs', 'Bread', 'Juice', 'Butter']"
1553,"['Beer', 'Juice', 'Bread', 'Eggs', 'Butter']"
1554,"['Bread', 'Butter', 'Beer', 'Diapers']"
1555,"['Eggs', 'Milk', 'Bread']"
1556,"['Bread', 'Milk', 'Beer', 'Butter']"
1557,"['Diapers', 'Eggs', 'Beer', 'Coke', 'Juice']"
1558,"['Coke', 'Bread']"
1559,"['Bread', 'Diapers', 'Juice', 'Beer', 'Butter']"
1560,"['Juice', 'Butter']"
1561,"['Butter', 'Milk']"
1562,"['Eggs', 'Milk', 'Coke', 'Juice']"
1563,"['Milk', 'Beer', 'Diapers', 'Coke']"
1564,"['Milk', 'Juice', 'Butter', 'Coke']"
1565,"['Butter', 'Milk', 'Coke', 'Bread', 'Eggs']"
1566,"['Diapers', 'Milk', 'Eggs']"
1567,"['Eggs', 'Diapers', 'Milk']"
1568,"['Diapers', 'Coke']"
1569,"['Diapers', 'Milk', 'Bread', 'Coke']"
1570,"['Diapers', 'Bread', 'Milk', 'Coke']"
1571,"['Eggs', 'Coke', 'Milk']"
1572,"['Coke', 'Eggs', 'Beer']"
1573,"['Diapers', 'Coke', 'Eggs']"
1574,"['Eggs', 'Milk', 'Butter', 'Coke', 'Bread']"
1575,"['Coke', 'Bread', 'Butter']"
1576,"['Butter', 'Beer', 'Milk']"
1577,"['Juice', 'Beer', 'Eggs']"
1578,"['Butter', 'Coke', 'Juice', 'Milk']"
1579,"['Juice', 'Milk', 'Beer', 'Coke']"
1580,"['Juice', 'Diapers']"
1581,"['Beer', 'Juice', 'Bread']"
1582,"['Eggs', 'Juice', 'Beer']"
1583,"['Eggs', 'Beer', 'Coke', 'Bread']"
1584,"['Bread', 'Butter']"
1585,"['Coke', 'Eggs', 'Butter']"
1586,"['Beer', 'Bread', 'Coke', 'Milk', 'Butter']"
1587,"['Coke', 'Beer']"
1588,"['Diapers', 'Juice', 'Eggs']"
1589,"['Juice', 'Beer', 'Butter', 'Diapers']"
1590,"['Coke', 'Juice', 'Diapers', 'Eggs']"
1591,"['Beer', 'Bread', 'Coke', 'Eggs', 'Juice']"
1592,"['Butter', 'Milk', 'Bread']"
1593,"['Eggs', 'Milk', 'Juice']"
1594,"['Juice', 'Beer', 'Bread', 'Butter', 'Diapers']"
1595,"['Coke', 'Bread', 'Juice', 'Beer', 'Diapers']"
1596,"['Butter', 'Eggs', 'Juice', 'Beer']"
1597,"['Diapers', 'Coke', 'Beer']"
1598,"['Beer', 'Eggs', 'Coke', 'Juice', 'Diapers']"
1599,"['Juice', 'Milk', 'Diapers', 'Butter', 'Eggs']"
1600,"['Diapers', 'Juice', 'Bread', 'Butter', 'Beer']"
1601,"['Beer', 'Coke']"
1602,"['Bread', 'Juice']"
