Student,Courses
1073,"['Machine Learning', 'SQL']"
1074,"['Data Science', 'Big Data']"
1075,"['Deep Learning', 'Statistics']"
1076,"['Statistics', 'Python Basics', 'Big Data', 'AI']"
1077,"['Python Basics', 'Neural Networks', 'AI', 'Deep Learning']"
1078,"['Deep Learning', 'Statistics', 'Machine Learning', 'Python Basics']"
1079,"['Machine Learning', 'Deep Learning', 'SQL', 'AI']"
1080,"['SQL', 'AI']"
1081,"['Machine Learning', 'Python Basics', 'Statistics', 'Big Data']"
1082,"['Machine Learning', 'Web Development', 'Data Science', 'Statistics']"
1083,"['Python Basics', 'Machine Learning', 'Data Science']"
1084,"['Deep Learning', 'Web Development', 'AI', 'Statistics']"
1085,"['Web Development', 'Python Basics', 'Data Science']"
1086,"['SQL', 'Machine Learning', 'Web Development']"
1087,"['Neural Networks', 'Data Science', 'Big Data', 'Statistics']"
1088,"['Statistics', 'Big Data', 'AI', 'Machine Learning']"
1089,"['Machine Learning', 'Deep Learning', 'Neural Networks', 'Data Science']"
1090,"['SQL', 'Statistics', 'Big Data']"
1091,"['Web Development', 'Machine Learning']"
1092,"['Big Data', 'Statistics', 'AI']"
1093,"['Statistics', 'Big Data', 'Machine Learning']"
1094,"['Data Science', 'Python Basics', 'Neural Networks']"
1095,"['Web Development', 'Data Science', 'Neural Networks', 'Deep Learning']"
1096,"['Statistics', 'Python Basics', 'AI', 'Big Data']"
1097,"['Data Science', 'Deep Learning', 'Python Basics']"
1098,"['Big Data', 'Python Basics', 'SQL', 'Data Science']"
1099,"['Data Science', 'Big Data', 'Deep Learning', 'Neural Networks']"
1100,"['Deep Learning', 'Machine Learning', 'Big Data']"
1101,"['Statistics', 'Web Development', 'Big Data', 'Data Science']"
1102,"['Neural Networks', 'Big Data']"
1103,"['Python Basics', 'AI', 'Machine Learning']"
1104,"['Neural Networks', 'Python Basics', 'SQL']"
1105,"['SQL', 'Neural Networks', 'Data Science', 'AI']"
1106,"['Data Science', 'AI', 'Big Data', 'Neural Networks']"
1107,"['AI', 'Big Data', 'SQL']"
1108,"['Web Development', 'AI', 'Statistics']"
1109,"['Python Basics', 'Statistics', 'SQL', 'Deep Learning']"
1110,"['Data Science', 'Neural Networks', 'AI']"
1111,"['Statistics', 'SQL']"
1112,"['Statistics', 'Python Basics']"
1113,"['Neural Networks', 'Web Development']"
1114,"['Deep Learning', 'Neural Networks']"
1115,"['Deep Learning', 'AI', 'Web Development']"
1116,"['AI', 'SQL', 'Data Science']"
1117,"['Big Data', 'Data Science', 'Neural Networks', 'SQL']"
1118,"['Big Data', 'Statistics', 'Deep Learning', 'AI']"
1119,"['AI', 'Neural Networks', 'Deep Learning']"
1120,"['Big Data', 'Python Basics', 'Deep Learning']"
1121,"['Deep Learning', 'Web Development']"
1122,"['Machine Learning', 'Big Data', 'AI']"
1123,"['Big Data', 'Neural Networks']"
1124,"['Web Development', 'AI', 'SQL', 'Statistics']"
1125,"['Statistics', 'Data Science', 'AI', 'Big Data']"
1126,"['Big Data', 'Deep Learning', 'Web Development', 'Neural Networks']"
1127,"['Web Development', 'Machine Learning', 'AI']"
1128,"['Statistics', 'SQL']"
1129,"['Deep Learning', 'Machine Learning', 'Statistics']"
1130,"['Python Basics', 'AI', 'Machine Learning', 'Data Science']"
1131,"['Neural Networks', 'Deep Learning', 'Big Data']"
1132,"['Statistics', 'AI']"
1133,"['Web Development', 'AI']"
1134,"['Python Basics', 'Statistics', 'Big Data']"
1135,"['Deep Learning', 'Statistics', 'Web Development', 'Data Science']"
1136,"['Python Basics', 'Big Data', 'SQL']"
1137,"['SQL', 'Python Basics']"
1138,"['Data Science', 'Deep Learning', 'Web Development']"
1139,"['Big Data', 'Python Basics', 'SQL']"
1140,"['Statistics', 'AI', 'SQL', 'Deep Learning']"
1141,"['Machine Learning', 'Neural Networks']"
1142,"['Neural Networks', 'AI']"
1143,"['Statistics', 'Data Science']"
1144,"['Neural Networks', 'Python Basics', 'AI', 'Deep Learning']"
1145,"['Python Basics', 'Machine Learning']"
1146,"['Statistics', 'Big Data']"
1147,"['Python Basics', 'AI']"
1148,"['Big Data', 'Data Science', 'Statistics']"
1149,"['AI', 'Statistics']"
1150,"['Deep Learning', 'SQL']"
1151,"['Neural Networks', 'AI']"
1152,"['Big Data', 'Web Development', 'AI']"
1153,"['Neural Networks', 'Data Science', 'Machine Learning', 'Big Data']"
1154,"['Python Basics', 'Neural Networks', 'Big Data', 'Data Science']"
1155,"['Statistics', 'AI']"
1156,"['AI', 'SQL', 'Python Basics']"
1157,"['Python Basics', 'AI']"
1158,"['Data Science', 'AI', 'Machine Learning', 'Python Basics']"
1159,"['AI', 'Statistics']"
1160,"['AI', 'Python Basics', 'SQL']"
1161,"['Web Development', 'SQL', 'Deep Learning']"
1162,"['Deep Learning', 'Web Development', 'SQL', 'Neural Networks']"
1163,"['Web Development', 'Python Basics']"
1164,"['Statistics', 'Deep Learning', 'AI', 'Data Science']"
1165,"['SQL', 'Machine Learning', 'Deep Learning', 'Neural Networks']"
1166,"['Big Data', 'Neural Networks']"
1167,"['Python Basics', 'Neural Networks', 'Web Development', 'SQL']"
1168,"['Neural Networks', 'Web Development', 'Data Science', 'SQL']"
1169,"['Neural Networks', 'Python Basics', 'Web Development', 'Big Data']"
1170,"['Deep Learning', 'Neural Networks']"
1171,"['AI', 'Machine Learning', 'Web Development', 'SQL']"
1172,"['Deep Learning', 'Data Science']"
1173,"['Big Data', 'SQL', 'Machine Learning']"
1174,"['Machine Learning', 'SQL', 'Big Data']"
1175,"['Data Science', 'Machine Learning', 'AI']"
1176,"['Python Basics', 'Deep Learning']"
1177,"['Machine Learning', 'Big Data', 'Web Development', 'Python Basics']"
1178,"['Statistics', 'AI']"
1179,"['Data Science', 'Big Data']"
1180,"['Deep Learning', 'Statistics', 'Machine Learning']"
1181,"['AI', 'Machine Learning', 'Statistics', 'Python Basics']"
1182,"['Deep Learning', 'Python Basics']"
1183,"['SQL', 'Big Data', 'Data Science']"
1184,"['Data Science', 'Machine Learning', 'Neural Networks']"
1185,"['Neural Networks', 'SQL']"
1186,"['Big Data', 'Web Development', 'Statistics', 'AI']"
1187,"['Deep Learning', 'Statistics']"
1188,"['SQL', 'Statistics', 'Machine Learning']"
1189,"['Statistics', 'AI', 'Python Basics']"
1190,"['Web Development', 'SQL']"
1191,"['AI', 'Web Development', 'Python Basics']"
1192,"['Statistics', 'Python Basics', 'AI', 'Web Development']"
1193,"['Big Data', 'Web Development']"
1194,"['Python Basics', 'Deep Learning', 'Machine Learning']"
1195,"['Neural Networks', 'Web Development', 'Big Data']"
1196,"['Statistics', 'SQL', 'Data Science', 'Deep Learning']"
1197,"['Python Basics', 'AI', 'Statistics', 'Machine Learning']"
1198,"['SQL', 'Data Science', 'Neural Networks']"
1199,"['SQL', 'Web Development']"
1200,"['Machine Learning', 'Big Data', 'Web Development', 'Deep Learning']"
1201,"['Data Science', 'Web Development', 'Deep Learning', 'Big Data']"
1202,"['Neural Networks', 'Statistics', 'Big Data']"
1203,"['Statistics', 'Web Development', 'Machine Learning', 'Neural Networks']"
1204,"['Machine Learning', 'Statistics', 'Big Data', 'AI']"
1205,"['Deep Learning', 'SQL', 'AI', 'Neural Networks']"
1206,"['SQL', 'AI']"
1207,"['SQL', 'Big Data', 'Machine Learning', 'Statistics']"
1208,"['Data Science', 'Python Basics']"
1209,"['Data Science', 'Machine Learning', 'Statistics', 'Web Development']"
1210,"['Statistics', 'Deep Learning', 'Neural Networks']"
1211,"['AI', 'Machine Learning', 'Neural Networks']"
1212,"['Statistics', 'SQL', 'Deep Learning', 'AI']"
1213,"['Machine Learning', 'Data Science', 'Deep Learning']"
1214,"['Web Development', 'AI', 'Data Science']"
1215,"['Statistics', 'AI']"
1216,"['Big Data', 'Deep Learning', 'Data Science']"
1217,"['Python Basics', 'Data Science', 'Statistics', 'AI']"
1218,"['AI', 'Web Development']"
1219,"['Big Data', 'Neural Networks', 'Statistics']"
1220,"['SQL', 'Python Basics', 'Machine Learning']"
1221,"['Deep Learning', 'Python Basics']"
1222,"['Deep Learning', 'Web Development']"
1223,"['Machine Learning', 'Neural Networks', 'Python Basics']"
1224,"['Big Data', 'AI']"
1225,"['AI', 'Data Science']"
1226,"['Machine Learning', 'Neural Networks', 'Big Data', 'Python Basics']"
1227,"['Deep Learning', 'Machine Learning']"
1228,"['Data Science', 'Machine Learning']"
1229,"['SQL', 'AI', 'Python Basics', 'Deep Learning']"
1230,"['Data Science', 'Statistics']"
1231,"['AI', 'Python Basics', 'Big Data']"
1232,"['Statistics', 'Neural Networks', 'Web Development']"
1233,"['Web Development', 'SQL']"
1234,"['Deep Learning', 'SQL', 'Statistics', 'Data Science']"
1235,"['Web Development', 'SQL', 'Neural Networks', 'Python Basics']"
1236,"['Neural Networks', 'Big Data']"
1237,"['Data Science', 'Machine Learning', 'SQL', 'Web Development']"
1238,"['Python Basics', 'SQL']"
1239,"['Machine Learning', 'Deep Learning']"
1240,"['Python Basics', 'SQL', 'Big Data', 'Machine Learning']"
1241,"['Web Development', 'AI']"
1242,"['Machine Learning', 'Statistics', 'Neural Networks', 'AI']"
1243,"['Machine Learning', 'Data Science', 'Deep Learning', 'AI']"
1244,"['Python Basics', 'Big Data', 'AI', 'Statistics']"
1245,"['Deep Learning', 'Machine Learning']"
1246,"['Python Basics', 'SQL']"
1247,"['Neural Networks', 'Python Basics']"
1248,"['Data Science', 'Deep Learning', 'Python Basics', 'Machine Learning']"
1249,"['AI', 'Machine Learning']"
1250,"['Deep Learning', 'Neural Networks', 'Statistics', 'SQL']"
1251,"['Web Development', 'Big Data', 'Data Science', 'SQL']"
1252,"['Web Development', 'AI', 'Big Data', 'Machine Learning']"
1253,"['Web Development', 'AI', 'Data Science']"
1254,"['Python Basics', 'Statistics']"
1255,"['Python Basics', 'Machine Learning', 'Data Science']"
1256,"['Python Basics', 'Data Science', 'Big Data', 'Neural Networks']"
1257,"['AI', 'Data Science']"
1258,"['Statistics', 'Machine Learning', 'SQL', 'Neural Networks']"
1259,"['Statistics', 'Big Data']"
1260,"['Data Science', 'SQL', 'Big Data', 'Python Basics']"
1261,"['Deep Learning', 'Data Science', 'Statistics', 'AI']"
1262,"['AI', 'Python Basics', 'Neural Networks']"
1263,"['Big Data', 'Statistics', 'Web Development']"
1264,"['Big Data', 'Machine Learning']"
1265,"['Web Development', 'Data Science', 'AI', 'Python Basics']"
1266,"['Data Science', 'Machine Learning', 'SQL', 'Web Development']"
1267,"['Data Science', 'Neural Networks', 'Statistics']"
1268,"['AI', 'Neural Networks', 'Python Basics']"
1269,"['Machine Learning', 'SQL']"
1270,"['AI', 'Deep Learning']"
1271,"['AI', 'Machine Learning']"
1272,"['AI', 'Statistics', 'Web Development']"
1273,"['SQL', 'AI', 'Statistics', 'Web Development']"
1274,"['Python Basics', 'Neural Networks']"
1275,"['Python Basics', 'Machine Learning']"
1276,"['Statistics', 'Neural Networks', 'Big Data', 'Deep Learning']"
1277,"['AI', 'SQL']"
1278,"['Statistics', 'Deep Learning']"
1279,"['Deep Learning', 'Neural Networks']"
1280,"['Web Development', 'Deep Learning', 'AI']"
1281,"['Web Development', 'Neural Networks', 'Deep Learning', 'Big Data']"
1282,"['Web Development', 'Statistics']"
1283,"['Python Basics', 'Deep Learning', 'Data Science']"
1284,"['Deep Learning', 'Neural Networks']"
1285,"['Neural Networks', 'Deep Learning', 'AI']"
1286,"['Machine Learning', 'Big Data', 'Neural Networks', 'Python Basics']"
1287,"['Neural Networks', 'AI', 'Statistics', 'Python Basics']"
1288,"['SQL', 'Python Basics']"
1289,"['AI', 'Python Basics', 'SQL', 'Statistics']"
1290,"['Big Data', 'AI', 'Machine Learning', 'SQL']"
1291,"['Deep Learning', 'Neural Networks']"
1292,"['Statistics', 'Machine Learning', 'SQL']"
1293,"['Neural Networks', 'Machine Learning', 'AI', 'Big Data']"
1294,"['Data Science', 'Statistics']"
1295,"['Python Basics', 'Machine Learning', 'Statistics', 'Web Development']"
1296,"['Big Data', 'SQL', 'AI']"
1297,"['Data Science', 'Python Basics']"
1298,"['Machine Learning', 'Big Data', 'Data Science', 'Python Basics']"
1299,"['Web Development', 'Python Basics', 'AI']"
1300,"['Neural Networks', 'Machine Learning']"
1301,"['Web Development', 'SQL', 'Statistics']"
1302,"['Machine Learning', 'Data Science', 'Deep Learning']"
1303,"['SQL', 'AI', 'Statistics']"
1304,"['Big Data', 'Machine Learning', 'Python Basics']"
1305,"['Statistics', 'Deep Learning', 'Machine Learning', 'AI']"
1306,"['Statistics', 'Deep Learning']"
1307,"['Machine Learning', 'Deep Learning']"
1308,"['Statistics', 'Python Basics', 'SQL']"
1309,"['Statistics', 'AI', 'Python Basics']"
1310,"['Big Data', 'Web Development', 'Data Science', 'SQL']"
1311,"['Neural Networks', 'AI', 'Python Basics']"
1312,"['Neural Networks', 'Big Data', 'Data Science', 'Statistics']"
1313,"['Web Development', 'Data Science', 'Statistics']"
1314,"['Python Basics', 'Machine Learning', 'Neural Networks', 'Statistics']"
1315,"['Big Data', 'Neural Networks', 'Statistics', 'Deep Learning']"
1316,"['Data Science', 'Neural Networks', 'AI']"
1317,"['Machine Learning', 'Web Development', 'Neural Networks', 'Data Science']"
1318,"['Machine Learning', 'Statistics']"
1319,"['Machine Learning', 'Statistics']"
1320,"['Statistics', 'Machine Learning', 'AI']"
1321,"['Neural Networks', 'Statistics']"
1322,"['Big Data', 'Data Science', 'Machine Learning', 'AI']"
1323,"['Machine Learning', 'Statistics', 'Deep Learning', 'Neural Networks']"
1324,"['Data Science', 'Python Basics', 'SQL']"
1325,"['Data Science', 'Statistics', 'Machine Learning']"
1326,"['Big Data', 'AI']"
1327,"['Statistics', 'Data Science', 'SQL']"
1328,"['Deep Learning', 'AI']"
1329,"['Statistics', 'Neural Networks']"
1330,"['Deep Learning', 'Data Science', 'AI']"
1331,"['Neural Networks', 'Statistics']"
1332,"['Neural Networks', 'Machine Learning']"
1333,"['Statistics', 'Deep Learning']"
1334,"['Web Development', 'Deep Learning']"
1335,"['SQL', 'Statistics', 'Neural Networks', 'Web Development']"
1336,"['Python Basics', 'AI', 'Big Data']"
1337,"['Statistics', 'Big Data', 'Web Development', 'Python Basics']"
1338,"['Web Development', 'Statistics']"
1339,"['Big Data', 'AI', 'SQL', 'Neural Networks']"
1340,"['SQL', 'Big Data', 'Data Science']"
1341,"['Machine Learning', 'Web Development']"
1342,"['Machine Learning', 'Data Science', 'Python Basics']"
1343,"['Neural Networks', 'Statistics']"
1344,"['Data Science', 'Big Data', 'Deep Learning', 'Statistics']"
1345,"['AI', 'Deep Learning', 'Web Development', 'Python Basics']"
1346,"['Statistics', 'Neural Networks', 'Big Data']"
1347,"['Statistics', 'Big Data', 'AI']"
1348,"['Big Data', 'Python Basics']"
1349,"['SQL', 'Python Basics', 'Data Science', 'Statistics']"
1350,"['Data Science', 'Big Data', 'SQL']"
1351,"['Big Data', 'Statistics']"
1352,"['Deep Learning', 'Big Data', 'AI', 'Neural Networks']"
1353,"['Data Science', 'AI']"
1354,"['Python Basics', 'Data Science', 'Machine Learning', 'Big Data']"
1355,"['Data Science', 'AI', 'Web Development', 'Python Basics']"
1356,"['Deep Learning', 'Python Basics', 'Web Development', 'Machine Learning']"
1357,"['Python Basics', 'Statistics', 'Big Data', 'AI']"
1358,"['Machine Learning', 'Neural Networks', 'SQL']"
1359,"['Web Development', 'Python Basics', 'SQL', 'Big Data']"
1360,"['AI', 'Neural Networks']"
1361,"['SQL', 'Data Science', 'Machine Learning', 'Python Basics']"
1362,"['Deep Learning', 'Machine Learning']"
1363,"['Python Basics', 'Big Data', 'Neural Networks', 'Web Development']"
1364,"['Neural Networks', 'Web Development', 'SQL', 'Deep Learning']"
1365,"['Deep Learning', 'SQL', 'AI', 'Data Science']"
1366,"['Neural Networks', 'Statistics', 'AI', 'Machine Learning']"
1367,"['AI', 'Deep Learning']"
1368,"['Statistics', 'SQL', 'Neural Networks', 'AI']"
1369,"['Neural Networks', 'Web Development', 'Deep Learning']"
1370,"['Neural Networks', 'Deep Learning', 'AI', 'Machine Learning']"
1371,"['SQL', 'AI', 'Machine Learning', 'Python Basics']"
1372,"['Machine Learning', 'Statistics']"
1373,"['Python Basics', 'Data Science', 'Machine Learning']"
1374,"['Statistics', 'Deep Learning', 'Web Development']"
1375,"['AI', 'Python Basics', 'SQL', 'Machine Learning']"
1376,"['Web Development', 'Big Data', 'Python Basics']"
1377,"['Statistics', 'Machine Learning', 'AI']"
1378,"['AI', 'Python Basics', 'SQL']"
1379,"['Deep Learning', 'Data Science']"
1380,"['Web Development', 'Python Basics', 'Big Data']"
1381,"['Machine Learning', 'Python Basics', 'Statistics']"
1382,"['Data Science', 'Deep Learning', 'Python Basics', 'SQL']"
1383,"['Statistics', 'Big Data', 'Web Development']"
1384,"['Web Development', 'AI', 'Neural Networks']"
1385,"['Statistics', 'Web Development', 'Neural Networks', 'Deep Learning']"
1386,"['Neural Networks', 'Big Data', 'Web Development']"
1387,"['Deep Learning', 'AI', 'Statistics']"
1388,"['Deep Learning', 'Statistics', 'Big Data']"
1389,"['Big Data', 'Web Development']"
1390,"['Machine Learning', 'Big Data', 'Web Development', 'Statistics']"
1391,"['Big Data', 'SQL', 'Web Development']"
1392,"['Web Development', 'Deep Learning']"
1393,"['Statistics', 'Web Development', 'Neural Networks']"
1394,"['Neural Networks', 'Data Science', 'Web Development']"
1395,"['Data Science', 'Web Development', 'AI']"
1396,"['AI', 'Python Basics', 'SQL', 'Machine Learning']"
1397,"['Python Basics', 'AI', 'Machine Learning', 'Deep Learning']"
1398,"['Statistics', 'Data Science', 'Web Development', 'Neural Networks']"
1399,"['SQL', 'Big Data', 'Machine Learning']"
1400,"['Big Data', 'SQL']"
1401,"['Big Data', 'SQL', 'Machine Learning']"
1402,"['Big Data', 'AI', 'Data Science', 'Neural Networks']"
1403,"['Deep Learning', 'Machine Learning', 'SQL', 'Data Science']"
1404,"['AI', 'Data Science']"
1405,"['SQL', 'Machine Learning', 'Deep Learning', 'AI']"
1406,"['Deep Learning', 'Statistics', 'Machine Learning']"
1407,"['SQL', 'Data Science', 'Machine Learning', 'Python Basics']"
1408,"['Machine Learning', 'AI', 'Big Data', 'Statistics']"
1409,"['AI', 'Statistics', 'Data Science', 'SQL']"
1410,"['Deep Learning', 'Web Development', 'Data Science', 'AI']"
1411,"['Deep Learning', 'Web Development']"
1412,"['Machine Learning', 'Data Science', 'Neural Networks']"
1413,"['Python Basics', 'Statistics', 'SQL']"
1414,"['Neural Networks', 'Web Development', 'Python Basics']"
1415,"['Machine Learning', 'SQL', 'Data Science', 'AI']"
1416,"['SQL', 'AI', 'Machine Learning']"
1417,"['Python Basics', 'Neural Networks']"
1418,"['Statistics', 'Machine Learning', 'Deep Learning']"
1419,"['Data Science', 'SQL', 'AI', 'Python Basics']"
1420,"['Deep Learning', 'SQL', 'Neural Networks']"
1421,"['Deep Learning', 'Statistics', 'Big Data', 'Machine Learning']"
1422,"['SQL', 'AI']"
1423,"['Neural Networks', 'Deep Learning', 'Web Development']"
1424,"['Big Data', 'Machine Learning']"
1425,"['AI', 'Deep Learning', 'Statistics', 'Machine Learning']"
1426,"['Python Basics', 'Neural Networks', 'SQL', 'Statistics']"
1427,"['AI', 'Neural Networks']"
1428,"['Statistics', 'Python Basics']"
1429,"['Big Data', 'Statistics']"
1430,"['Deep Learning', 'SQL']"
1431,"['Web Development', 'Python Basics']"
1432,"['Big Data', 'Data Science', 'AI', 'SQL']"
1433,"['AI', 'Machine Learning']"
1434,"['Big Data', 'Statistics', 'Deep Learning']"
1435,"['Deep Learning', 'AI']"
1436,"['SQL', 'AI', 'Deep Learning', 'Data Science']"
1437,"['AI', 'Python Basics', 'Neural Networks', 'Web Development']"
1438,"['Big Data', 'SQL']"
1439,"['Python Basics', 'AI']"
1440,"['Data Science', 'SQL', 'Neural Networks']"
1441,"['Big Data', 'SQL', 'AI']"
1442,"['AI', 'Statistics']"
1443,"['Deep Learning', 'Machine Learning', 'Statistics', 'Python Basics']"
1444,"['AI', 'Web Development', 'Statistics', 'Python Basics']"
1445,"['AI', 'Python Basics', 'Deep Learning', 'Web Development']"
1446,"['Big Data', 'Python Basics', 'Deep Learning']"
1447,"['Python Basics', 'Machine Learning', 'Web Development']"
1448,"['Deep Learning', 'Statistics', 'Big Data']"
1449,"['Python Basics', 'Big Data']"
1450,"['Neural Networks', 'SQL', 'Deep Learning']"
1451,"['Big Data', 'SQL', 'Neural Networks']"
1452,"['Big Data', 'Python Basics', 'Web Development']"
1453,"['Statistics', 'Python Basics', 'Neural Networks']"
1454,"['Python Basics', 'AI']"
1455,"['Data Science', 'Machine Learning']"
1456,"['Python Basics', 'Data Science', 'Statistics', 'Deep Learning']"
1457,"['SQL', 'Deep Learning']"
1458,"['Machine Learning', 'Python Basics']"
1459,"['Machine Learning', 'Statistics']"
1460,"['Data Science', 'Neural Networks', 'AI', 'Python Basics']"
1461,"['Statistics', 'Data Science', 'Web Development']"
1462,"['Statistics', 'Web Development', 'Deep Learning']"
1463,"['Neural Networks', 'Python Basics', 'Machine Learning', 'Web Development']"
1464,"['Neural Networks', 'Web Development', 'Big Data']"
1465,"['AI', 'SQL', 'Data Science']"
1466,"['Neural Networks', 'Machine Learning', 'Big Data']"
1467,"['Python Basics', 'Web Development', 'Neural Networks']"
1468,"['Web Development', 'Statistics']"
1469,"['Python Basics', 'Data Science', 'SQL', 'Big Data']"
1470,"['Web Development', 'AI', 'SQL']"
1471,"['Web Development', 'Python Basics', 'Neural Networks']"
1472,"['Python Basics', 'SQL']"
1473,"['AI', 'Statistics']"
1474,"['Web Development', 'Machine Learning', 'Big Data']"
1475,"['Machine Learning', 'Web Development', 'Deep Learning', 'Statistics']"
1476,"['Web Development', 'SQL']"
1477,"['SQL', 'Statistics']"
1478,"['Web Development', 'Statistics']"
1479,"['SQL', 'Data Science']"
1480,"['Data Science', 'Statistics', 'SQL', 'Python Basics']"
1481,"['Data Science', 'Big Data', 'Machine Learning']"
1482,"['Neural Networks', 'Deep Learning', 'Big Data']"
1483,"['Machine Learning', 'Python Basics', 'Data Science']"
1484,"['Data Science', 'Web Development']"
1485,"['Web Development', 'Machine Learning', 'AI']"
1486,"['Python Basics', 'Deep Learning']"
1487,"['Deep Learning', 'SQL']"
1488,"['Neural Networks', 'Python Basics', 'Web Development']"
1489,"['Machine Learning', 'Python Basics']"
1490,"['AI', 'Deep Learning', 'Statistics', 'Data Science']"
1491,"['Neural Networks', 'Data Science', 'Statistics', 'Web Development']"
1492,"['Machine Learning', 'Data Science', 'Statistics']"
1493,"['Neural Networks', 'Web Development', 'Deep Learning']"
1494,"['Neural Networks', 'Web Development', 'Statistics']"
1495,"['Neural Networks', 'Big Data', 'Web Development', 'AI']"
1496,"['Deep Learning', 'Big Data']"
1497,"['Data Science', 'Python Basics']"
1498,"['Deep Learning', 'SQL', 'Neural Networks']"
1499,"['Big Data', 'Web Development', 'Neural Networks', 'Data Science']"
1500,"['Statistics', 'Python Basics', 'Web Development']"
1501,"['Neural Networks', 'Data Science', 'Deep Learning', 'Machine Learning']"
1502,"['Neural Networks', 'Big Data', 'SQL', 'Web Development']"
1503,"['Machine Learning', 'Big Data', 'Web Development']"
1504,"['Web Development', 'AI', 'Data Science']"
1505,"['SQL', 'Statistics', 'Big Data']"
1506,"['Neural Networks', 'Machine Learning', 'Big Data']"
1507,"['Statistics', 'Web Development', 'Data Science', 'Python Basics']"
1508,"['Machine Learning', 'Deep Learning', 'SQL']"
1509,"['Python Basics', 'AI', 'Neural Networks', 'SQL']"
1510,"['Statistics', 'Python Basics', 'Machine Learning', 'Deep Learning']"
1511,"['Deep Learning', 'Neural Networks', 'Machine Learning', 'Statistics']"
1512,"['Neural Networks', 'Big Data']"
1513,"['Machine Learning', 'Neural Networks', 'Python Basics']"
1514,"['Machine Learning', 'Statistics']"
1515,"['AI', 'Neural Networks', 'SQL']"
1516,"['Machine Learning', 'Data Science', 'Web Development', 'Big Data']"
1517,"['Web Development', 'Python Basics', 'Neural Networks']"
1518,"['Web Development', 'Statistics', 'Big Data', 'Data Science']"
1519,"['AI', 'Big Data', 'Statistics']"
1520,"['Statistics', 'SQL', 'Data Science', 'Python Basics']"
1521,"['Web Development', 'Statistics']"
1522,"['Data Science', 'Big Data', 'SQL']"
1523,"['AI', 'Python Basics']"
1524,"['AI', 'Machine Learning']"
1525,"['Statistics', 'SQL', 'Web Development']"
1526,"['Python Basics', 'Neural Networks', 'Statistics']"
1527,"['Neural Networks', 'Machine Learning']"
1528,"['Python Basics', 'Web Development', 'Data Science', 'SQL']"
1529,"['Deep Learning', 'Python Basics', 'Web Development']"
1530,"['Web Development', 'Data Science', 'Neural Networks', 'AI']"
1531,"['AI', 'Web Development', 'Big Data']"
1532,"['Statistics', 'Machine Learning', 'Web Development']"
1533,"['Big Data', 'Deep Learning', 'Web Development', 'Python Basics']"
1534,"['Statistics', 'Machine Learning', 'Deep Learning']"
1535,"['Web Development', 'Deep Learning']"
1536,"['Machine Learning', 'SQL']"
1537,"['Python Basics', 'Big Data', 'AI']"
1538,"['Data Science', 'Neural Networks']"
1539,"['Python Basics', 'AI']"
1540,"['Deep Learning', 'Neural Networks', 'AI', 'Statistics']"
1541,"['AI', 'Data Science', 'Machine Learning', 'SQL']"
1542,"['Data Science', 'Web Development', 'Python Basics']"
1543,"['Neural Networks', 'Statistics']"
1544,"['Machine Learning', 'Statistics', 'SQL', 'AI']"
1545,"['Data Science', 'Neural Networks', 'Big Data']"
1546,"['Big Data', 'Machine Learning', 'Data Science', 'AI']"
1547,"['Statistics', 'Python Basics', 'Deep Learning', 'AI']"
1548,"['AI', 'Statistics', 'Python Basics']"
1549,"['Big Data', 'SQL', 'Machine Learning']"
1550,"['AI', 'Web Development', 'Data Science', 'Deep Learning']"
1551,"['Neural Networks', 'SQL', 'Machine Learning', 'Python Basics']"
1552,"['Python Basics', 'Statistics', 'Data Science']"
1553,"['SQL', 'Machine Learning']"
1554,"['Python Basics', 'Neural Networks']"
1555,"['Data Science', 'Big Data', 'AI']"
1556,"['Python Basics', 'Web Development']"
1557,"['Neural Networks', 'Data Science', 'Machine Learning', 'Python Basics']"
1558,"['Machine Learning', 'AI', 'Deep Learning']"
1559,"['Python Basics', 'Deep Learning', 'Machine Learning']"
1560,"['Web Development', 'Python Basics', 'AI', 'Machine Learning']"
1561,"['Neural Networks', 'Machine Learning', 'Web Development', 'Python Basics']"
1562,"['Deep Learning', 'SQL', 'AI', 'Big Data']"
1563,"['Machine Learning', 'Big Data', 'Data Science', 'Statistics']"
1564,"['Statistics', 'AI']"
1565,"['Machine Learning', 'Neural Networks']"
1566,"['Deep Learning', 'Neural Networks', 'Data Science', 'AI']"
1567,"['SQL', 'AI', 'Big Data', 'Data Science']"
1568,"['Deep Learning', 'Big Data', 'Data Science', 'SQL']"
1569,"['Neural Networks', 'SQL', 'Machine Learning']"
1570,"['Python Basics', 'AI']"
1571,"['AI', 'Statistics', 'Web Development', 'Neural Networks']"
1572,"['Neural Networks', 'Python Basics', 'Machine Learning']"
1573,"['SQL', 'Deep Learning']"
1574,"['Web Development', 'Python Basics', 'Statistics', 'Big Data']"
1575,"['Machine Learning', 'AI', 'Big Data', 'Python Basics']"
1576,"['Python Basics', 'Machine Learning', 'Web Development', 'Big Data']"
1577,"['SQL', 'Statistics', 'Deep Learning', 'Data Science']"
1578,"['Statistics', 'Big Data']"
1579,"['Web Development', 'Python Basics', 'Data Science']"
1580,"['Data Science', 'Neural Networks', 'Machine Learning']"
1581,"['Data Science', 'Neural Networks', 'Deep Learning']"
1582,"['Deep Learning', 'Python Basics', 'Statistics']"
1583,"['Neural Networks', 'Big Data', 'Machine Learning']"
